Species,Species_full,ID,Sex,Date,Set,Attempt,Playback,Number,Time,Response,Notes,Reviewed,Exclude,call_duration,peak_freq,min_freq,max_freq,bandw,entropy,peaks,pulses_call,calls_callgroup,sum_pulse_duration_callgroup,duration_callgroup,call_rate_used,duty_cycle,file_time_with_sound
Phyl_disc,Phyllostomus discolor,02-Gaston,M,1/15/19,3,1,Anaxipha sp. ,11,11:48,0,,,,0.116633333,7493.333333,6446.666667,9220,2770,0.147,1,8,4,0.171593333,2.899333333,12.71416667,0.228039588,6.85
Phyl_disc,Phyllostomus discolor,02-Gaston,M,1/15/19,3,1,D. gigliotosi,12,11:52,0,,,,0.02,24750,24150,26175,2025,0.119,1,1,2,0.0435,0.2083,11.025,0.018893424,1.125
Phyl_disc,Phyllostomus discolor,02-Gaston,M,1/15/19,3,1,Q. gigas,13,11:55,1,,,,15.735,1900,700,3900,3100,0.1795,1,66.5,1,15.735,15.735,15.967625,0.985431459,58.15
Phyl_disc,Phyllostomus discolor,02-Gaston,M,1/15/19,3,1,Frog hopping,14,23:59,0,,,,0.38975,3000,400,14475,13975,0.22225,2,NA,NA,NA,NA,NA,NA,5.075
Phyl_disc,Phyllostomus discolor,02-Gaston,M,1/15/19,3,1,A. spatulata,19,0:20,0,,,,0.0258,22275,20125,26825,6675,0.2295,1.25,1,2,0.0516,0.04125,2.000004,0.020624959,3.05
Phyl_disc,Phyllostomus discolor,03- Rafiki,M,1/15/19,3,1,T. subfalcata,9,19:51,0,,,,0.05525,19375,18875,20825,1900,0.1125,1,2,1,0.053975,0.05525,0.386946,0.142784781,16.25
Phyl_disc,Phyllostomus discolor,03- Rafiki,M,1/15/19,3,1,C. wheeleri,11,20:01,0,,,,0.37575,22025,20900,24500,3500,0.1455,1,15.25,1,0.381525,0.37575,28.844526,0.013026735,2.275
Phyl_disc,Phyllostomus discolor,03- Rafiki,M,1/15/19,3,1,D. gigliotosi,12,20:06,0,,,,0.02475,24750,24150,26175,2025,0.119,1,1,2,0.0435,0.2083,11.025,0.018893424,1.125
Phyl_disc,Phyllostomus discolor,03- Rafiki,M,1/15/19,3,1,H. fleishmanni,15,20:20,0,,,,0.1005,5097.5,3787.5,5292.5,1502.5,0.1045,1.25,1,1,0.1005,0.1005,5.20975,0.019290753,3.075
Phyl_disc,Phyllostomus discolor,03- Rafiki,M,1/15/19,3,1,D. diastema,16,20:24,0,,,,0.126375,3482.5,3277.5,3677.5,395,0.1115,1,1,1,0.134225,0.126375,1.27825,0.098865637,11
Phyl_disc,Phyllostomus discolor,03- Rafiki,M,1/15/19,3,1,Frog hopping,17,20:29,1,,,,0.38975,3000,400,14475,13975,0.22225,2,NA,NA,NA,NA,NA,NA,5.075
Phyl_disc,Phyllostomus discolor,03- Rafiki,M,1/15/19,3,1,P. pustulosus,18,20:35,0,,,,0.3785,857.5,812.5,2935,2120,0.14775,1,2,1,0.38375,0.3785,1.946666667,0.194434932,20.475
Phyl_disc,Phyllostomus discolor,03- Rafiki,M,1/15/19,3,1,Mouse rustles,19,20:39,1,,,,0.50075,6300,1275,39125,37800,0.397,4,NA,NA,NA,NA,NA,NA,1.7
Phyl_disc,Phyllostomus discolor,03- Rafiki,M,1/15/19,3,1,Q. gigas,20,20:45,2,,,,15.735,1900,700,3900,3100,0.1795,1,66.5,1,15.735,15.735,15.967625,0.985431459,58.15
Phyl_disc,Phyllostomus discolor,03- Rafiki,M,1/15/19,3,1,Beetle flight,21,20:49,1,,,,0.490975,22525,525,58775,58200,0.49125,7.75,NA,NA,NA,NA,NA,NA,43.65
Phyl_disc,Phyllostomus discolor,03- Rafiki,M,1/15/19,3,1,H. frenatus,14R,20:53,1,,,,2.13,3787.5,1890,11147.5,9255,0.39225,7.25,10.75,1,0.256082,2.13,54,0.039444444,0.425
Phyl_disc,Phyllostomus discolor,03- Rafiki,M,1/15/19,3,1,D. ebraccatus,8R,20:57,0,,,,0.383775,3105,2450,3570,1112.5,0.20475,1.75,20,1,0.383775,0.383775,1.12125,0.342274247,26.4
Phyl_disc,Phyllostomus discolor,04-Nigel,M,1/16/19,2,1,Aclodes sp.,10,20:00,1,,,,0.09415,4800,1900,9700,7800,0.215,1,3,1,0.052178,0.2296,1.08375,0.211856978,9.6
Phyl_disc,Phyllostomus discolor,04-Nigel,M,1/16/19,2,1,Frog hopping,17,20:25,0,,,,0.38975,3000,400,14475,13975,0.22225,2,NA,NA,NA,NA,NA,NA,5.075
Phyl_disc,Phyllostomus discolor,04-Nigel,M,1/16/19,2,1,H. frenatus,18,20:28,1,,,,2.13,3787.5,1890,11147.5,9255,0.39225,7.25,10.75,1,0.256082,2.13,54,0.039444444,0.425
Phyl_disc,Phyllostomus discolor,04-Nigel,M,1/16/19,2,1,Q. gigas,20,20:37,2,,,,15.735,1900,700,3900,3100,0.1795,1,66.5,1,15.735,15.735,15.967625,0.985431459,58.15
Phyl_disc,Phyllostomus discolor,05 - The Giant,M,1/25/19,3,1,V. zederstedi,1,22:21,1,,,,0.005666667,17700,16733.33333,22400,5666.666667,0.202333333,1,1.666666667,2,0.014906667,0.241533333,0.78636,0.307153636,7.425
Phyl_disc,Phyllostomus discolor,05 - The Giant,M,1/25/19,3,1,Mouse rustles,2,22:25,1,,,,0.50075,6300,1275,39125,37800,0.397,4,NA,NA,NA,NA,NA,NA,1.7
Phyl_disc,Phyllostomus discolor,05 - The Giant,M,1/25/19,3,1,T. subfalcata,4,22:34,0,,,,0.05525,19375,18875,20825,1900,0.1125,1,2,1,0.053975,0.05525,0.386946,0.142784781,16.25
Phyl_disc,Phyllostomus discolor,05 - The Giant,M,1/25/19,3,1,Z. smaragdina,5,22:37,2,,,,42.03333333,18033.33333,3533.333333,23366.66667,19833.33333,0.255666667,2,1642.333333,1,22.32,22.32,22.44102778,0.994606852,101.1
Phyl_disc,Phyllostomus discolor,05 - The Giant,M,1/25/19,3,1,P. pustulosus,6,22:42,0,,,,0.3785,857.5,812.5,2935,2120,0.14775,1,2,1,0.38375,0.3785,1.946666667,0.194434932,20.475
Phyl_disc,Phyllostomus discolor,05 - The Giant,M,1/25/19,3,1,C. wheeleri,8,22:50,1,,,,0.37575,22025,20900,24500,3500,0.1455,1,15.25,1,0.381525,0.37575,28.844526,0.013026735,2.275
Phyl_disc,Phyllostomus discolor,05 - The Giant,M,1/25/19,3,1,Aclodes sp.,10,23:43,0,,,,0.09415,4800,1900,9700,7800,0.215,1,3,1,0.052178,0.2296,1.08375,0.211856978,9.6
Phyl_disc,Phyllostomus discolor,05 - The Giant,M,1/25/19,3,1,Frog hopping,14,23:14,0,,,,0.38975,3000,400,14475,13975,0.22225,2,NA,NA,NA,NA,NA,NA,5.075
Phyl_disc,Phyllostomus discolor,05 - The Giant,M,1/25/19,3,1,Beetle flight,15,23:17,2,,,,0.490975,22525,525,58775,58200,0.49125,7.75,NA,NA,NA,NA,NA,NA,43.65
Phyl_disc,Phyllostomus discolor,05 - The Giant,M,1/25/19,3,1,D. ebraccatus,17,23:25,0,,,,0.383775,3105,2450,3570,1112.5,0.20475,1.75,20,1,0.383775,0.383775,1.12125,0.342274247,26.4
Phyl_disc,Phyllostomus discolor,05 - The Giant,M,1/25/19,3,1,H. frenatus,18,23:29,1,,,,2.13,3787.5,1890,11147.5,9255,0.39225,7.25,10.75,1,0.256082,2.13,54,0.039444444,0.425
Phyl_disc,Phyllostomus discolor,05 - The Giant,M,1/25/19,3,1,S. sila,19,23:32,0,,,,0.2242,1400,900,6550,5550,0.19175,1,17.25,1.5,0.104693,0.2242,5.0525,0.044374072,5.8
Phyl_disc,Phyllostomus discolor,05 - The Giant,M,1/25/19,3,1,White noise,21,23:40,2,,,,0.2645,NA,100,10000,10000,0.228,1,1,1,0.014906667,0.241533333,0.78636,0.307153636,7.425
Phyl_disc,Phyllostomus discolor,05 - The Giant,M,1/25/19,3,1,Z. smaragdina,extra,23:48,2,,,,42.03333333,18033.33333,3533.333333,23366.66667,19833.33333,0.255666667,2,1642.333333,1,22.32,22.32,22.44102778,0.994606852,101.1
Micr_micr,Micronycteris microtis,10- Right Midback,F,12/12/18,2,1,White noise,1,18:20,1,,,,0.2645,NA,100,10000,10000,0.228,1,1,1,0.014906667,0.241533333,0.78636,0.307153636,7.425
Micr_micr,Micronycteris microtis,10- Right Midback,F,12/12/18,2,1,Mouse rustles,2,18:25,1,,,,0.50075,6300,1275,39125,37800,0.397,4,NA,NA,NA,NA,NA,NA,1.7
Micr_micr,Micronycteris microtis,10- Right Midback,F,12/12/18,2,1,Z. smaragdina,3,18:28,0,,,,42.03333333,18033.33333,3533.333333,23366.66667,19833.33333,0.255666667,2,1642.333333,1,22.32,22.32,22.44102778,0.994606852,101.1
Micr_micr,Micronycteris microtis,10- Right Midback,F,12/12/18,2,1,H. frenatus,4,18:31,0,,,,2.13,3787.5,1890,11147.5,9255,0.39225,7.25,10.75,1,0.256082,2.13,54,0.039444444,0.425
Micr_micr,Micronycteris microtis,10- Right Midback,F,12/12/18,2,1,Anaxipha sp. ,5,18:34,0,,,,0.116633333,7493.333333,6446.666667,9220,2770,0.147,1,8,4,0.171593333,2.899333333,12.71416667,0.228039588,6.85
Micr_micr,Micronycteris microtis,10- Right Midback,F,12/12/18,2,1,D. ebraccatus,7,18:40,1,,,,0.383775,3105,2450,3570,1112.5,0.20475,1.75,20,1,0.383775,0.383775,1.12125,0.342274247,26.4
Micr_micr,Micronycteris microtis,10- Right Midback,F,12/12/18,2,1,T. subfalcata,8,18:43,0,,,,0.05525,19375,18875,20825,1900,0.1125,1,2,1,0.053975,0.05525,0.386946,0.142784781,16.25
Micr_micr,Micronycteris microtis,10- Right Midback,F,12/12/18,2,1,S. sila,9,18:46,0,,,,0.2242,1400,900,6550,5550,0.19175,1,17.25,1.5,0.104693,0.2242,5.0525,0.044374072,5.8
Micr_micr,Micronycteris microtis,10- Right Midback,F,12/12/18,2,1,T. rapicauda,10,18:49,0,,,,2.498,4077.5,1315,23292.5,21977.5,0.34425,2,21.5,1,0.640543,2.498,54,0.046259259,2.825
Micr_micr,Micronycteris microtis,10- Right Midback,F,12/12/18,2,1,D. gigliotosi,13,19:00,1,,,,0.02475,24750,24150,26175,2025,0.119,1,1,2,0.0435,0.2083,11.025,0.018893424,1.125
Micr_micr,Micronycteris microtis,10- Right Midback,F,12/12/18,2,1,C. wheeleri,14,19:04,0,,,,0.37575,22025,20900,24500,3500,0.1455,1,15.25,1,0.381525,0.37575,28.844526,0.013026735,2.275
Micr_micr,Micronycteris microtis,10- Right Midback,F,12/12/18,2,1,H. fleishmanni,16,19:14,0,,,,0.1005,5097.5,3787.5,5292.5,1502.5,0.1045,1.25,1,1,0.1005,0.1005,5.20975,0.019290753,3.075
Micr_micr,Micronycteris microtis,10- Right Midback,F,12/12/18,2,1,A. spatulata,19,19:24,0,,,,0.0258,22275,20125,26825,6675,0.2295,1.25,1,2,0.0516,0.04125,2.000004,0.020624959,3.05
Micr_micr,Micronycteris microtis,10- Right Midback,F,12/12/18,2,1,V. zederstedi,20,19:27,0,,,,0.005666667,17700,16733.33333,22400,5666.666667,0.202333333,1,1.666666667,2,0.014906667,0.241533333,0.78636,0.307153636,7.425
Micr_micr,Micronycteris microtis,10- Right Midback,F,12/12/18,2,1,Acla sp.,21,19:30,0,,,,0.441625,2982.5,1470,6687.5,5142.5,0.18425,0.75,12,2.75,0.441625,3.29125,18.33,0.179555374,16.45
Micr_micr,Micronycteris microtis,10- Right Midback,F,12/12/18,2,1,P. pustulosus,R - 18,19:36,0,,,,0.3785,857.5,812.5,2935,2120,0.14775,1,2,1,0.38375,0.3785,1.946666667,0.194434932,20.475
Micr_micr,Micronycteris microtis,10- Right Midback,F,12/12/18,2,1,Q. gigas,R2 - 15,19:43,0,,,,15.735,1900,700,3900,3100,0.1795,1,66.5,1,15.735,15.735,15.967625,0.985431459,58.15
Micr_micr,Micronycteris microtis,2- Right Butt,M,11/28/18,2,1,T. subfalcata,1,18:25,0,,,,0.05525,19375,18875,20825,1900,0.1125,1,2,1,0.053975,0.05525,0.386946,0.142784781,16.25
Micr_micr,Micronycteris microtis,2- Right Butt,M,11/28/18,2,1,Z. smaragdina,4,18:49,0,,,,42.03333333,18033.33333,3533.333333,23366.66667,19833.33333,0.255666667,2,1642.333333,1,22.32,22.32,22.44102778,0.994606852,101.1
Micr_micr,Micronycteris microtis,2- Right Butt,M,11/28/18,2,1,Anaxipha sp. ,6,18:56,0,,,,0.116633333,7493.333333,6446.666667,9220,2770,0.147,1,8,4,0.171593333,2.899333333,12.71416667,0.228039588,6.85
Micr_micr,Micronycteris microtis,2- Right Butt,M,11/28/18,2,1,D. gigliotosi,7,19:01,1,,,,0.02475,24750,24150,26175,2025,0.119,1,1,2,0.0435,0.2083,11.025,0.018893424,1.125
Micr_micr,Micronycteris microtis,2- Right Butt,M,11/28/18,2,1,White noise,10,19:18,0,,,,0.2645,NA,100,10000,10000,0.228,1,1,1,0.014906667,0.241533333,0.78636,0.307153636,7.425
Micr_micr,Micronycteris microtis,2- Right Butt,M,11/28/18,2,1,S. sila,12,19:29,0,,,,0.2242,1400,900,6550,5550,0.19175,1,17.25,1.5,0.104693,0.2242,5.0525,0.044374072,5.8
Micr_micr,Micronycteris microtis,2- Right Butt,M,11/28/18,2,1,Frog hopping,16,19:45,0,,,,0.38975,3000,400,14475,13975,0.22225,2,NA,NA,NA,NA,NA,NA,5.075
Micr_micr,Micronycteris microtis,2- Right Butt,M,11/28/18,2,1,D. diastema,17,19:49,0,,,,0.126375,3482.5,3277.5,3677.5,395,0.1115,1,1,1,0.134225,0.126375,1.27825,0.098865637,11
Micr_micr,Micronycteris microtis,2- Right Butt,M,11/28/18,2,1,Acla sp.,18,19:52,0,,,,0.441625,2982.5,1470,6687.5,5142.5,0.18425,0.75,12,2.75,0.441625,3.29125,18.33,0.179555374,16.45
Micr_micr,Micronycteris microtis,2- Right Butt,M,11/28/18,2,1,C. wheeleri,19,19:55,0,,,,0.37575,22025,20900,24500,3500,0.1455,1,15.25,1,0.381525,0.37575,28.844526,0.013026735,2.275
Micr_micr,Micronycteris microtis,2- Right Butt,M,11/28/18,2,1,H. frenatus,20,19:59,1,,,,2.13,3787.5,1890,11147.5,9255,0.39225,7.25,10.75,1,0.256082,2.13,54,0.039444444,0.425
Micr_micr,Micronycteris microtis,2- Right Butt,M,11/28/18,2,1,H. fleishmanni,21,20:02,0,,,,0.1005,5097.5,3787.5,5292.5,1502.5,0.1045,1.25,1,1,0.1005,0.1005,5.20975,0.019290753,3.075
Micr_micr,Micronycteris microtis,2- Right Butt,M,11/28/18,2,1,Aclodes sp.,5R,20:06,0,,,,0.09415,4800,1900,9700,7800,0.215,1,3,1,0.052178,0.2296,1.08375,0.211856978,9.6
Trac_cirr,Trachops cirrhosus,2018-18?,M,8/2/18,2,1,H. frenatus,6,:20,2,,,,2.13,3787.5,1890,11147.5,9255,0.39225,7.25,10.75,1,0.256082,2.13,54,0.039444444,0.425
Trac_cirr,Trachops cirrhosus,2018-18?,M,8/2/18,2,1,T. rapicauda,11,:42,1,,,,2.498,4077.5,1315,23292.5,21977.5,0.34425,2,21.5,1,0.640543,2.498,54,0.046259259,2.825
Trac_cirr,Trachops cirrhosus,2018-18?,M,8/2/18,2,1,H. fleishmanni,16,1:07,0,,,,0.1005,5097.5,3787.5,5292.5,1502.5,0.1045,1.25,1,1,0.1005,0.1005,5.20975,0.019290753,3.075
Trac_cirr,Trachops cirrhosus,2018-18?,M,8/2/18,2,1,Acla sp.,18,1:16,0,,,,0.441625,2982.5,1470,6687.5,5142.5,0.18425,0.75,12,2.75,0.441625,3.29125,18.33,0.179555374,16.45
Trac_cirr,Trachops cirrhosus,2018-18?,M,8/2/18,2,1,Anaxipha sp. ,21,1:36,0,,,,0.116633333,7493.333333,6446.666667,9220,2770,0.147,1,8,4,0.171593333,2.899333333,12.71416667,0.228039588,6.85
Micr_micr,Micronycteris microtis,3- Right Butt_F,F,2018--11-29,3,1,A. spatulata,2,18:35,0,,,,0.0258,22275,20125,26825,6675,0.2295,1.25,1,2,0.0516,0.04125,2.000004,0.020624959,3.05
Micr_micr,Micronycteris microtis,3- Right Butt_F,F,2018--11-29,3,1,D. diastema,3,18:40,0,,,,0.126375,3482.5,3277.5,3677.5,395,0.1115,1,1,1,0.134225,0.126375,1.27825,0.098865637,11
Micr_micr,Micronycteris microtis,3- Right Butt_F,F,2018--11-29,3,1,Anaxipha sp. ,4,18:43,0,,,,0.116633333,7493.333333,6446.666667,9220,2770,0.147,1,8,4,0.171593333,2.899333333,12.71416667,0.228039588,6.85
Micr_micr,Micronycteris microtis,3- Right Butt_F,F,2018--11-29,3,1,Beetle flight,5,18:47,2,,,,0.490975,22525,525,58775,58200,0.49125,7.75,NA,NA,NA,NA,NA,NA,43.65
Micr_micr,Micronycteris microtis,3- Right Butt_F,F,2018--11-29,3,1,C. wheeleri,8,19:06,0,,,,0.37575,22025,20900,24500,3500,0.1455,1,15.25,1,0.381525,0.37575,28.844526,0.013026735,2.275
Micr_micr,Micronycteris microtis,3- Right Butt_F,F,2018--11-29,3,1,Acla sp.,9,19:09,0,,,,0.441625,2982.5,1470,6687.5,5142.5,0.18425,0.75,12,2.75,0.441625,3.29125,18.33,0.179555374,16.45
Micr_micr,Micronycteris microtis,3- Right Butt_F,F,2018--11-29,3,1,D. gigliotosi,10,19:13,0,,,,0.02475,24750,24150,26175,2025,0.119,1,1,2,0.0435,0.2083,11.025,0.018893424,1.125
Micr_micr,Micronycteris microtis,3- Right Butt_F,F,2018--11-29,3,1,P. pustulosus,11,19:16,0,,,,0.3785,857.5,812.5,2935,2120,0.14775,1,2,1,0.38375,0.3785,1.946666667,0.194434932,20.475
Micr_micr,Micronycteris microtis,3- Right Butt_F,F,2018--11-29,3,1,V. zederstedi,13,19:23,0,,,,0.005666667,17700,16733.33333,22400,5666.666667,0.202333333,1,1.666666667,2,0.014906667,0.241533333,0.78636,0.307153636,7.425
Micr_micr,Micronycteris microtis,3- Right Butt_F,F,2018--11-29,3,1,D. ebraccatus,17,19:47,0,,,,0.383775,3105,2450,3570,1112.5,0.20475,1.75,20,1,0.383775,0.383775,1.12125,0.342274247,26.4
Micr_micr,Micronycteris microtis,3- Right Butt_F,F,2018--11-29,3,1,Z. smaragdina,18,19:52,2,,,,42.03333333,18033.33333,3533.333333,23366.66667,19833.33333,0.255666667,2,1642.333333,1,22.32,22.32,22.44102778,0.994606852,101.1
Micr_micr,Micronycteris microtis,3- Right Butt_F,F,2018--11-29,3,1,Q. gigas,19,19:56,1,,,,15.735,1900,700,3900,3100,0.1795,1,66.5,1,15.735,15.735,15.967625,0.985431459,58.15
Micr_micr,Micronycteris microtis,3- Right Butt_F,F,2018--11-29,3,1,Aclodes sp.,20,19:59,0,,,,0.09415,4800,1900,9700,7800,0.215,1,3,1,0.052178,0.2296,1.08375,0.211856978,9.6
Micr_micr,Micronycteris microtis,3- Right Butt_F,F,2018--11-29,3,1,H. fleishmanni,21,20:02,0,,,,0.1005,5097.5,3787.5,5292.5,1502.5,0.1045,1.25,1,1,0.1005,0.1005,5.20975,0.019290753,3.075
Micr_micr,Micronycteris microtis,3- Right Butt_F,F,2018--11-29,3,1,T. rapicauda,14R,20:05,1,,,,2.498,4077.5,1315,23292.5,21977.5,0.34425,2,21.5,1,0.640543,2.498,54,0.046259259,2.825
Micr_micr,Micronycteris microtis,3- Right Butt_F,F,2018--11-29,3,1,T. subfalcata,15R,20:08,0,,,,0.05525,19375,18875,20825,1900,0.1125,1,2,1,0.053975,0.05525,0.386946,0.142784781,16.25
Micr_micr,Micronycteris microtis,3- Right Butt_F,F,2018--11-29,3,1,Frog hopping,16R,20:11,0,,,,0.38975,3000,400,14475,13975,0.22225,2,NA,NA,NA,NA,NA,NA,5.075
Micr_micr,Micronycteris microtis,4- Left Shoulder,F,12/10/18,2,1,D. diastema,6,20:53,0,,,,0.126375,3482.5,3277.5,3677.5,395,0.1115,1,1,1,0.134225,0.126375,1.27825,0.098865637,11
Micr_micr,Micronycteris microtis,4- Left Shoulder,F,12/10/18,2,1,S. sila,12,21:25,0,,,,0.2242,1400,900,6550,5550,0.19175,1,17.25,1.5,0.104693,0.2242,5.0525,0.044374072,5.8
Micr_micr,Micronycteris microtis,6- Left Butt,M,11/29/18,3,1,D. diastema,1,21:40,0,,,,0.126375,3482.5,3277.5,3677.5,395,0.1115,1,1,1,0.134225,0.126375,1.27825,0.098865637,11
Micr_micr,Micronycteris microtis,6- Left Butt,M,11/29/18,3,1,Mouse rustles,2,21:46,0,,,,0.50075,6300,1275,39125,37800,0.397,4,NA,NA,NA,NA,NA,NA,1.7
Micr_micr,Micronycteris microtis,6- Left Butt,M,11/29/18,3,1,C. wheeleri,3,21:50,0,,,,0.37575,22025,20900,24500,3500,0.1455,1,15.25,1,0.381525,0.37575,28.844526,0.013026735,2.275
Micr_micr,Micronycteris microtis,6- Left Butt,M,11/29/18,3,1,T. subfalcata,5,21:55,0,,,,0.05525,19375,18875,20825,1900,0.1125,1,2,1,0.053975,0.05525,0.386946,0.142784781,16.25
Micr_micr,Micronycteris microtis,6- Left Butt,M,11/29/18,3,1,Anaxipha sp. ,7,22:05,0,,,,0.116633333,7493.333333,6446.666667,9220,2770,0.147,1,8,4,0.171593333,2.899333333,12.71416667,0.228039588,6.85
Micr_micr,Micronycteris microtis,6- Left Butt,M,11/29/18,3,1,H. fleishmanni,8,22:09,0,,,,0.1005,5097.5,3787.5,5292.5,1502.5,0.1045,1.25,1,1,0.1005,0.1005,5.20975,0.019290753,3.075
Micr_micr,Micronycteris microtis,6- Left Butt,M,11/29/18,3,1,T. rapicauda,9,22:12,0,,,,2.498,4077.5,1315,23292.5,21977.5,0.34425,2,21.5,1,0.640543,2.498,54,0.046259259,2.825
Micr_micr,Micronycteris microtis,6- Left Butt,M,11/29/18,3,1,Acla sp.,13,22:29,0,,,,0.441625,2982.5,1470,6687.5,5142.5,0.18425,0.75,12,2.75,0.441625,3.29125,18.33,0.179555374,16.45
Micr_micr,Micronycteris microtis,6- Left Butt,M,11/29/18,3,1,Beetle flight,15,22:39,0,,,,0.490975,22525,525,58775,58200,0.49125,7.75,NA,NA,NA,NA,NA,NA,43.65
Micr_micr,Micronycteris microtis,6- Left Butt,M,11/29/18,3,1,Aclodes sp.,16,22:42,0,,,,0.09415,4800,1900,9700,7800,0.215,1,3,1,0.052178,0.2296,1.08375,0.211856978,9.6
Micr_micr,Micronycteris microtis,6- Left Butt,M,11/29/18,3,1,D. gigliotosi,18,22:48,0,,,,0.02475,24750,24150,26175,2025,0.119,1,1,2,0.0435,0.2083,11.025,0.018893424,1.125
Micr_micr,Micronycteris microtis,6- Left Butt,M,11/29/18,3,1,D. ebraccatus,19,22:53,0,,,,0.383775,3105,2450,3570,1112.5,0.20475,1.75,20,1,0.383775,0.383775,1.12125,0.342274247,26.4
Micr_micr,Micronycteris microtis,6- Left Butt,M,11/29/18,3,1,V. zederstedi,R-10,23:03,0,,,,0.005666667,17700,16733.33333,22400,5666.666667,0.202333333,1,1.666666667,2,0.014906667,0.241533333,0.78636,0.307153636,7.425
Micr_micr,Micronycteris microtis,7- Blankie,,12/12/18,2,1,C. wheeleri,1,18:32,0,,,,0.37575,22025,20900,24500,3500,0.1455,1,15.25,1,0.381525,0.37575,28.844526,0.013026735,2.275
Micr_micr,Micronycteris microtis,7- Blankie,,12/12/18,2,1,T. rapicauda,3,18:43,0,,,,2.498,4077.5,1315,23292.5,21977.5,0.34425,2,21.5,1,0.640543,2.498,54,0.046259259,2.825
Micr_micr,Micronycteris microtis,7- Blankie,,12/12/18,2,1,D. diastema,4,18:47,0,,,,0.126375,3482.5,3277.5,3677.5,395,0.1115,1,1,1,0.134225,0.126375,1.27825,0.098865637,11
Micr_micr,Micronycteris microtis,7- Blankie,,12/12/18,2,1,Aclodes sp.,7,19:00,0,,,,0.09415,4800,1900,9700,7800,0.215,1,3,1,0.052178,0.2296,1.08375,0.211856978,9.6
Micr_micr,Micronycteris microtis,7- Blankie,,12/12/18,2,1,H. fleishmanni,14,19:25,0,,,,0.1005,5097.5,3787.5,5292.5,1502.5,0.1045,1.25,1,1,0.1005,0.1005,5.20975,0.019290753,3.075
Micr_micr,Micronycteris microtis,7- Blankie,,12/12/18,2,1,Mouse rustles,16,19:31,0,,,,0.50075,6300,1275,39125,37800,0.397,4,NA,NA,NA,NA,NA,NA,1.7
Micr_micr,Micronycteris microtis,7- Blankie,,12/12/18,2,1,A. spatulata,17,19:33,0,,,,0.0258,22275,20125,26825,6675,0.2295,1.25,1,2,0.0516,0.04125,2.000004,0.020624959,3.05
Micr_micr,Micronycteris microtis,7- Blankie,,12/12/18,2,1,S. sila,18,19:37,0,,,,0.2242,1400,900,6550,5550,0.19175,1,17.25,1.5,0.104693,0.2242,5.0525,0.044374072,5.8
Micr_micr,Micronycteris microtis,7- Blankie,,12/12/18,2,1,H. frenatus,21,19:46,1,,,,2.13,3787.5,1890,11147.5,9255,0.39225,7.25,10.75,1,0.256082,2.13,54,0.039444444,0.425
Micr_micr,Micronycteris microtis,7- Blankie,,12/12/18,2,1,T. subfalcata,R-13,19:52,0,,,,0.05525,19375,18875,20825,1900,0.1125,1,2,1,0.053975,0.05525,0.386946,0.142784781,16.25
Micr_micr,Micronycteris microtis,7- Blankie,,12/12/18,2,1,V. zederstedi,R-19,19:54,0,,,,0.005666667,17700,16733.33333,22400,5666.666667,0.202333333,1,1.666666667,2,0.014906667,0.241533333,0.78636,0.307153636,7.425
Micr_micr,Micronycteris microtis,9- Right shoulder,M,12/12/18,3,1,Anaxipha sp. ,1,21:35,0,,,,0.116633333,7493.333333,6446.666667,9220,2770,0.147,1,8,4,0.171593333,2.899333333,12.71416667,0.228039588,6.85
Micr_micr,Micronycteris microtis,9- Right shoulder,M,12/12/18,3,1,H. frenatus,2,21:39,1,,,,2.13,3787.5,1890,11147.5,9255,0.39225,7.25,10.75,1,0.256082,2.13,54,0.039444444,0.425
Micr_micr,Micronycteris microtis,9- Right shoulder,M,12/12/18,3,1,T. rapicauda,3,21:42,1,,,,2.498,4077.5,1315,23292.5,21977.5,0.34425,2,21.5,1,0.640543,2.498,54,0.046259259,2.825
Micr_micr,Micronycteris microtis,9- Right shoulder,M,12/12/18,3,1,P. pustulosus,9,21:03,0,,,,0.3785,857.5,812.5,2935,2120,0.14775,1,2,1,0.38375,0.3785,1.946666667,0.194434932,20.475
Micr_micr,Micronycteris microtis,9- Right shoulder,M,12/12/18,3,1,White noise,10,21:06,0,,,,0.2645,NA,100,10000,10000,0.228,1,1,1,0.014906667,0.241533333,0.78636,0.307153636,7.425
Micr_micr,Micronycteris microtis,9- Right shoulder,M,12/12/18,3,1,V. zederstedi,11,21:09,0,,,,0.005666667,17700,16733.33333,22400,5666.666667,0.202333333,1,1.666666667,2,0.014906667,0.241533333,0.78636,0.307153636,7.425
Micr_micr,Micronycteris microtis,9- Right shoulder,M,12/12/18,3,1,Aclodes sp.,12,21:12,0,,,,0.09415,4800,1900,9700,7800,0.215,1,3,1,0.052178,0.2296,1.08375,0.211856978,9.6
Micr_micr,Micronycteris microtis,9- Right shoulder,M,12/12/18,3,1,Q. gigas,13,21:15,1,,,,15.735,1900,700,3900,3100,0.1795,1,66.5,1,15.735,15.735,15.967625,0.985431459,58.15
Micr_micr,Micronycteris microtis,9- Right shoulder,M,12/12/18,3,1,D. ebraccatus,14,21:17,0,,,,0.383775,3105,2450,3570,1112.5,0.20475,1.75,20,1,0.383775,0.383775,1.12125,0.342274247,26.4
Micr_micr,Micronycteris microtis,9- Right shoulder,M,12/12/18,3,1,A. spatulata,16,21:24,0,,,,0.0258,22275,20125,26825,6675,0.2295,1.25,1,2,0.0516,0.04125,2.000004,0.020624959,3.05
